y_true,probabilidade_modelo,predicao_final_limiar
1.0,0.07928176,0
1.0,0.06623982,0
1.0,0.071876585,0
1.0,0.9887438,1
1.0,0.99122906,1
1.0,0.94302404,1
1.0,0.43195018,0
1.0,0.9907832,1
1.0,0.17232999,0
1.0,0.03380093,0
1.0,0.13060573,0
1.0,0.09768678,0
1.0,0.3058915,0
1.0,0.13462588,0
1.0,0.99661046,1
1.0,0.61069715,0
1.0,0.02794823,0
1.0,0.06220407,0
1.0,0.09409743,0
1.0,0.9470056,1
1.0,0.9875885,1
1.0,0.04399372,0
1.0,0.10901572,0
1.0,0.94584644,1
1.0,0.41198143,0
1.0,0.29631025,0
1.0,0.0428328,0
1.0,0.1380643,0
1.0,0.3572399,0
1.0,0.038850687,0
1.0,0.99081403,1
1.0,0.7164146,1
1.0,0.90050125,1
1.0,0.011680549,0
1.0,0.77099293,1
1.0,0.040664747,0
1.0,0.02354544,0
1.0,0.96126187,1
1.0,0.96261466,1
1.0,0.706319,1
1.0,0.026612505,0
1.0,0.30128846,0
1.0,0.45892796,0
1.0,0.79444796,1
1.0,0.98837197,1
1.0,0.58293027,0
1.0,0.23087986,0
1.0,0.8770261,1
1.0,0.5332476,0
1.0,0.93928826,1
1.0,0.88434714,1
1.0,0.9865068,1
1.0,0.9972294,1
1.0,0.86118346,1
1.0,0.9440792,1
1.0,0.44112927,0
1.0,0.9984862,1
1.0,0.98998725,1
1.0,0.9832079,1
1.0,0.81276864,1
1.0,0.029692788,0
1.0,0.15278432,0
1.0,0.012804544,0
1.0,0.9878181,1
1.0,0.9986272,1
1.0,0.58483016,0
1.0,0.023223799,0
1.0,0.1340862,0
1.0,0.9327593,1
1.0,0.15200488,0
1.0,0.2756036,0
1.0,0.97302085,1
1.0,0.98355466,1
1.0,0.99268454,1
1.0,0.5371294,0
1.0,0.9966308,1
1.0,0.3782881,0
1.0,0.8194841,1
1.0,0.964063,1
1.0,0.7548405,1
1.0,0.9237884,1
1.0,0.9722493,1
1.0,0.9617983,1
1.0,0.8937515,1
1.0,0.98350716,1
1.0,0.9984051,1
1.0,0.9932591,1
1.0,0.9983246,1
1.0,0.99784267,1
1.0,0.9937021,1
1.0,0.27830386,0
1.0,0.9879608,1
1.0,0.9844362,1
1.0,0.9910337,1
1.0,0.9900386,1
1.0,0.95687646,1
1.0,0.24204688,0
1.0,0.5945481,0
1.0,0.72144973,1
1.0,0.6390061,0
1.0,0.7287065,1
1.0,0.91571313,1
1.0,0.98212814,1
1.0,0.9871479,1
1.0,0.8618679,1
1.0,0.8852337,1
1.0,0.87685144,1
1.0,0.4558464,0
1.0,0.9563856,1
1.0,0.8583578,1
1.0,0.96896684,1
1.0,0.81209546,1
1.0,0.65714157,0
1.0,0.56385016,0
1.0,0.99279946,1
1.0,0.9834053,1
1.0,0.27195227,0
1.0,0.96356696,1
1.0,0.9665446,1
1.0,0.96513844,1
1.0,0.9717863,1
1.0,0.6103322,0
1.0,0.8923377,1
1.0,0.592598,0
1.0,0.65964186,0
1.0,0.48859882,0
1.0,0.27058762,0
1.0,0.4189818,0
1.0,0.9939768,1
1.0,0.83688194,1
1.0,0.82870376,1
1.0,0.732602,1
1.0,0.40700465,0
1.0,0.54128414,0
1.0,0.3045581,0
1.0,0.880698,1
1.0,0.9997567,1
1.0,0.95436794,1
1.0,0.6909827,0
1.0,0.108513154,0
1.0,0.9938396,1
1.0,0.995646,1
1.0,0.9634388,1
1.0,0.73515856,1
1.0,0.9958105,1
1.0,0.7733614,1
1.0,0.9971855,1
1.0,0.99767864,1
1.0,0.898393,1
1.0,0.22452918,0
1.0,0.99695575,1
1.0,0.9880608,1
1.0,0.9706791,1
1.0,0.9991332,1
1.0,0.9416871,1
1.0,0.97914064,1
1.0,0.8961401,1
1.0,0.94873285,1
1.0,0.018612895,0
1.0,0.996239,1
1.0,0.87938374,1
1.0,0.976532,1
1.0,0.77765864,1
1.0,0.99666756,1
1.0,0.9949077,1
1.0,0.95405996,1
1.0,0.9723179,1
1.0,0.97691154,1
1.0,0.65643966,0
1.0,0.9953617,1
1.0,0.6678003,0
1.0,0.08828801,0
1.0,0.98715365,1
1.0,0.8226225,1
1.0,0.0049016746,0
1.0,0.99769795,1
1.0,0.9998903,1
1.0,0.022616649,0
1.0,0.17583165,0
1.0,0.17935951,0
1.0,0.62747747,0
1.0,0.97246283,1
1.0,0.8776463,1
1.0,0.9915183,1
1.0,0.4644042,0
1.0,0.9321941,1
1.0,0.9980806,1
1.0,0.8993,1
1.0,0.94495994,1
1.0,0.9856683,1
1.0,0.35643673,0
1.0,0.9865758,1
1.0,0.5922507,0
1.0,0.99812585,1
1.0,0.9957698,1
1.0,0.9938971,1
1.0,0.99131525,1
1.0,0.98481494,1
1.0,0.98993844,1
1.0,0.9923576,1
1.0,0.95061904,1
1.0,0.46977305,0
1.0,0.9864243,1
1.0,0.96432054,1
1.0,0.7969952,1
1.0,0.78811836,1
1.0,0.36400703,0
1.0,0.86287796,1
1.0,0.92374337,1
1.0,0.99249905,1
1.0,0.97468644,1
1.0,0.9200404,1
1.0,0.5219892,0
1.0,0.9886896,1
1.0,0.9505164,1
1.0,0.9958847,1
1.0,0.97661674,1
1.0,0.9036002,1
1.0,0.76836205,1
1.0,0.980587,1
1.0,0.53164387,0
1.0,0.71156055,1
1.0,0.9519127,1
1.0,0.6101244,0
1.0,0.6210773,0
1.0,0.53568095,0
1.0,0.6041378,0
1.0,0.3584625,0
1.0,0.97076195,1
1.0,0.3446896,0
1.0,0.8894253,1
1.0,0.8808482,1
1.0,0.8617625,1
1.0,0.96283114,1
1.0,0.9714162,1
1.0,0.94186246,1
1.0,0.6110183,0
1.0,0.36746487,0
1.0,0.5322893,0
1.0,0.62157184,0
1.0,0.72580224,1
1.0,0.9520502,1
1.0,0.98614866,1
1.0,0.9954505,1
1.0,0.99666977,1
1.0,0.99752986,1
1.0,0.7774479,1
1.0,0.9882161,1
1.0,0.96863794,1
1.0,0.94608295,1
1.0,0.9874752,1
1.0,0.9853155,1
1.0,0.7927543,1
1.0,0.9646988,1
1.0,0.9830446,1
1.0,0.89744294,1
1.0,0.99304724,1
1.0,0.83728564,1
1.0,0.9498211,1
1.0,0.96403503,1
1.0,0.6574366,0
1.0,0.9903945,1
1.0,0.42139906,0
1.0,0.9792441,1
1.0,0.9879748,1
1.0,0.98632926,1
1.0,0.99755937,1
1.0,0.9941102,1
1.0,0.9991434,1
1.0,0.9725064,1
1.0,0.9845997,1
1.0,0.6122692,0
1.0,0.9046685,1
1.0,0.987394,1
1.0,0.99250925,1
1.0,0.6058987,0
1.0,0.9885085,1
1.0,0.08794206,0
1.0,0.9784446,1
1.0,0.99858606,1
1.0,0.9908226,1
1.0,0.93408173,1
1.0,0.9963129,1
1.0,0.99376535,1
1.0,0.97971475,1
1.0,0.94013643,1
1.0,0.9923557,1
1.0,0.27567205,0
1.0,0.055582315,0
1.0,0.007617677,0
1.0,0.65447676,0
1.0,0.13461442,0
1.0,0.99416906,1
1.0,0.54404384,0
1.0,0.6637935,0
1.0,0.38099465,0
1.0,0.59695685,0
1.0,0.50653225,0
1.0,0.15296201,0
1.0,0.066590205,0
1.0,0.30348244,0
1.0,0.9988426,1
1.0,0.7597446,1
1.0,0.51077896,0
1.0,0.52558535,0
1.0,0.122090414,0
1.0,0.00570971,0
1.0,0.91661996,1
1.0,0.9412528,1
1.0,0.90026987,1
1.0,0.9655739,1
1.0,0.9917345,1
1.0,0.99730766,1
1.0,0.89828366,1
1.0,0.17175727,0
1.0,0.56824696,0
1.0,0.9991868,1
1.0,0.967275,1
1.0,0.67197216,0
1.0,0.7602176,1
1.0,0.98577577,1
1.0,0.98590356,1
1.0,0.9156758,1
1.0,0.9527097,1
1.0,0.89709413,1
1.0,0.4172905,0
1.0,0.097993426,0
1.0,0.9939364,1
1.0,0.5931462,0
1.0,0.977835,1
1.0,0.70568687,1
1.0,0.9625107,1
1.0,0.968784,1
1.0,0.8030673,1
